Tahun,Bulan,Hari,Tanggal,Pajak
2011,11,23,2011-11-23,5308592000.0
2011,11,24,2011-11-24,5382727000.0
2011,11,25,2011-11-25,5449472500.0
2011,11,26,2011-11-26,5509204500.0
2011,11,27,2011-11-27,5562365400.0
2011,11,28,2011-11-28,5609445000.0
2011,11,29,2011-11-29,5650950700.0
2011,11,30,2011-11-30,5687399000.0
2011,12,1,2011-12-01,2628926200.0
2011,12,2,2011-12-02,2743727900.0
2011,12,3,2011-12-03,2862954800.0
2011,12,4,2011-12-04,2986417200.0
2011,12,5,2011-12-05,3113828900.0
2011,12,6,2011-12-06,3244797400.0
2011,12,7,2011-12-07,3378816500.0
2011,12,8,2011-12-08,3515260000.0
2011,12,9,2011-12-09,3653383700.0
2011,12,10,2011-12-10,3792335600.0
2011,12,11,2011-12-11,3931168800.0
2011,12,12,2011-12-12,4068869400.0
2011,12,13,2011-12-13,4204385000.0
2011,12,14,2011-12-14,4336664000.0
2011,12,15,2011-12-15,4464695000.0
2011,12,16,2011-12-16,4587544000.0
2011,12,17,2011-12-17,4704397300.0
2011,12,18,2011-12-18,4814586000.0
2011,12,19,2011-12-19,4917604000.0
2011,12,20,2011-12-20,5013124000.0
2011,12,21,2011-12-21,5100989400.0
2011,12,22,2011-12-22,5181205500.0
2011,12,23,2011-12-23,5253922000.0
2011,12,24,2011-12-24,5319407000.0
2011,12,25,2011-12-25,5378025000.0
2011,12,26,2011-12-26,5430207500.0
2011,12,27,2011-12-27,5476428000.0
2011,12,28,2011-12-28,5517185500.0
2011,12,29,2011-12-29,5552982000.0
2011,12,30,2011-12-30,5584308000.0
2011,12,31,2011-12-31,5611637000.0
2012,1,1,2012-01-01,1316393700.0
2012,1,2,2012-01-02,1371120600.0
2012,1,3,2012-01-03,1428475000.0
2012,1,4,2012-01-04,1488606500.0
2012,1,5,2012-01-05,1551668100.0
2012,1,6,2012-01-06,1617813900.0
2012,1,7,2012-01-07,1687196700.0
2012,1,8,2012-01-08,1759964400.0
2012,1,9,2012-01-09,1836258200.0
2012,1,10,2012-01-10,1916204800.0
2012,1,11,2012-01-11,1999913100.0
2012,1,12,2012-01-12,2087466000.0
2012,1,13,2012-01-13,2178912500.0
2012,1,14,2012-01-14,2274259000.0
2012,1,15,2012-01-15,2373459200.0
2012,1,16,2012-01-16,2476403700.0
2012,1,17,2012-01-17,2582907100.0
2012,1,18,2012-01-18,2692700200.0
2012,1,19,2012-01-19,2805421300.0
2012,1,20,2012-01-20,2920608000.0
2012,1,21,2012-01-21,3037696800.0
2012,1,22,2012-01-22,3156023800.0
2012,1,23,2012-01-23,3274836000.0
2012,1,24,2012-01-24,3393307100.0
2012,1,25,2012-01-25,3510556700.0
2012,1,26,2012-01-26,3625682700.0
2012,1,27,2012-01-27,3737792000.0
2012,1,28,2012-01-28,3846035700.0
2012,1,29,2012-01-29,3949643300.0
2012,1,30,2012-01-30,4047950600.0
2012,1,31,2012-01-31,4140424400.0
2012,2,1,2012-02-01,1624088800.0
2012,2,2,2012-02-02,1692576800.0
2012,2,3,2012-02-03,1764406400.0
2012,2,4,2012-02-04,1839750500.0
2012,2,5,2012-02-05,1918780200.0
2012,2,6,2012-02-06,2001659900.0
2012,2,7,2012-02-07,2088544000.0
2012,2,8,2012-02-08,2179570700.0
2012,2,9,2012-02-09,2274854000.0
2012,2,10,2012-02-10,2374478000.0
2012,2,11,2012-02-11,2478485500.0
2012,2,12,2012-02-12,2586868500.0
2012,2,13,2012-02-13,2699555000.0
2012,2,14,2012-02-14,2816400000.0
2012,2,15,2012-02-15,2937170400.0
2012,2,16,2012-02-16,3061534200.0
2012,2,17,2012-02-17,3189054200.0
2012,2,18,2012-02-18,3319178800.0
2012,2,19,2012-02-19,3451242000.0
2012,2,20,2012-02-20,3584469200.0
2012,2,21,2012-02-21,3717988000.0
2012,2,22,2012-02-22,3850849300.0
2012,2,23,2012-02-23,3982055200.0
2012,2,24,2012-02-24,4110589000.0
2012,2,25,2012-02-25,4235457300.0
2012,2,26,2012-02-26,4355728000.0
2012,2,27,2012-02-27,4470565000.0
2012,2,28,2012-02-28,4579261000.0
2012,2,29,2012-02-29,4681260000.0
2012,3,1,2012-03-01,1625134800.0
2012,3,2,2012-03-02,1694577000.0
2012,3,3,2012-03-03,1767415000.0
2012,3,4,2012-03-04,1843798900.0
2012,3,5,2012-03-05,1923868800.0
2012,3,6,2012-03-06,2007749900.0
2012,3,7,2012-03-07,2095543700.0
2012,3,8,2012-03-08,2187324200.0
2012,3,9,2012-03-09,2283126500.0
2012,3,10,2012-03-10,2382936300.0
2012,3,11,2012-03-11,2486682000.0
2012,3,12,2012-03-12,2594222800.0
2012,3,13,2012-03-13,2705335000.0
2012,3,14,2012-03-14,2819704800.0
2012,3,15,2012-03-15,2936920300.0
2012,3,16,2012-03-16,3056464000.0
2012,3,17,2012-03-17,3177714400.0
2012,3,18,2012-03-18,3299950600.0
2012,3,19,2012-03-19,3422365400.0
2012,3,20,2012-03-20,3544082200.0
2012,3,21,2012-03-21,3664181500.0
2012,3,22,2012-03-22,3781732600.0
2012,3,23,2012-03-23,3895829200.0
2012,3,24,2012-03-24,4005622800.0
2012,3,25,2012-03-25,4110358800.0
2012,3,26,2012-03-26,4209402400.0
2012,3,27,2012-03-27,4302260700.0
2012,3,28,2012-03-28,4388593000.0
2012,3,29,2012-03-29,4468210700.0
2012,3,30,2012-03-30,4541075500.0
2012,3,31,2012-03-31,4607277600.0
2012,4,1,2012-04-01,1887508700.0
2012,4,2,2012-04-02,1969053300.0
2012,4,3,2012-04-03,2054536300.0
2012,4,4,2012-04-04,2144092200.0
2012,4,5,2012-04-05,2237832400.0
2012,4,6,2012-04-06,2335838200.0
2012,4,7,2012-04-07,2438150400.0
2012,4,8,2012-04-08,2544758500.0
2012,4,9,2012-04-09,2655590100.0
2012,4,10,2012-04-10,2770499600.0
2012,4,11,2012-04-11,2889253400.0
2012,4,12,2012-04-12,3011523800.0
2012,4,13,2012-04-13,3136876300.0
2012,4,14,2012-04-14,3264764400.0
2012,4,15,2012-04-15,3394531000.0
2012,4,16,2012-04-16,3525411600.0
2012,4,17,2012-04-17,3656545500.0
2012,4,18,2012-04-18,3786998500.0
2012,4,19,2012-04-19,3915789000.0
2012,4,20,2012-04-20,4041919000.0
2012,4,21,2012-04-21,4164415000.0
2012,4,22,2012-04-22,4282362000.0
2012,4,23,2012-04-23,4394944000.0
2012,4,24,2012-04-24,4501471700.0
2012,4,25,2012-04-25,4601406500.0
2012,4,26,2012-04-26,4694371000.0
2012,4,27,2012-04-27,4780152300.0
2012,4,28,2012-04-28,4858698000.0
2012,4,29,2012-04-29,4930098000.0
2012,4,30,2012-04-30,4994562600.0
2012,5,1,2012-05-01,1985513700.0
2012,5,2,2012-05-02,2071983500.0
2012,5,3,2012-05-03,2162515500.0
2012,5,4,2012-05-04,2257196500.0
2012,5,5,2012-05-05,2356076800.0
2012,5,6,2012-05-06,2459160300.0
2012,5,7,2012-05-07,2566390300.0
2012,5,8,2012-05-08,2677643800.0
2012,5,9,2012-05-09,2792715800.0
2012,5,10,2012-05-10,2911308000.0
2012,5,11,2012-05-11,3033022700.0
2012,5,12,2012-05-12,3157353700.0
2012,5,13,2012-05-13,3283684400.0
2012,5,14,2012-05-14,3411293200.0
2012,5,15,2012-05-15,3539362300.0
2012,5,16,2012-05-16,3666993700.0
2012,5,17,2012-05-17,3793237000.0
2012,5,18,2012-05-18,3917119000.0
2012,5,19,2012-05-19,4037679400.0
2012,5,20,2012-05-20,4154007800.0
2012,5,21,2012-05-21,4265281300.0
2012,5,22,2012-05-22,4370794500.0
2012,5,23,2012-05-23,4469982700.0
2012,5,24,2012-05-24,4562439000.0
2012,5,25,2012-05-25,4647918000.0
2012,5,26,2012-05-26,4726331000.0
2012,5,27,2012-05-27,4797732400.0
2012,5,28,2012-05-28,4862302700.0
2012,5,29,2012-05-29,4920322000.0
2012,5,30,2012-05-30,4972152000.0
2012,5,31,2012-05-31,5018206000.0
2012,6,1,2012-06-01,2277543000.0
2012,6,2,2012-06-02,2377192400.0
2012,6,3,2012-06-03,2481327000.0
2012,6,4,2012-06-04,2589972000.0
2012,6,5,2012-06-05,2703094800.0
2012,6,6,2012-06-06,2820595200.0
2012,6,7,2012-06-07,2942290700.0
2012,6,8,2012-06-08,3067904500.0
2012,6,9,2012-06-09,3197055500.0
2012,6,10,2012-06-10,3329248800.0
2012,6,11,2012-06-11,3463873300.0
2012,6,12,2012-06-12,3600199200.0
2012,6,13,2012-06-13,3737392000.0
2012,6,14,2012-06-14,3874521300.0
2012,6,15,2012-06-15,4010588700.0
2012,6,16,2012-06-16,4144555000.0
2012,6,17,2012-06-17,4275381200.0
2012,6,18,2012-06-18,4402065000.0
2012,6,19,2012-06-19,4523682000.0
2012,6,20,2012-06-20,4639417000.0
2012,6,21,2012-06-21,4748602000.0
2012,6,22,2012-06-22,4850730500.0
2012,6,23,2012-06-23,4945467400.0
2012,6,24,2012-06-24,5032649000.0
2012,6,25,2012-06-25,5112273400.0
2012,6,26,2012-06-26,5184479700.0
2012,6,27,2012-06-27,5249529300.0
2012,6,28,2012-06-28,5307775000.0
2012,6,29,2012-06-29,5359640600.0
2012,6,30,2012-06-30,5405593600.0
2012,7,1,2012-07-01,2374481700.0
2012,7,2,2012-07-02,2478499600.0
2012,7,3,2012-07-03,2586935800.0
2012,7,4,2012-07-04,2699731200.0
2012,7,5,2012-07-05,2816755500.0
2012,7,6,2012-07-06,2937791000.0
2012,7,7,2012-07-07,3062524700.0
2012,7,8,2012-07-08,3190536200.0
2012,7,9,2012-07-09,3321290800.0
2012,7,10,2012-07-10,3454141400.0
2012,7,11,2012-07-11,3588326100.0
2012,7,12,2012-07-12,3722984000.0
2012,7,13,2012-07-13,3857170700.0
2012,7,14,2012-07-14,3989887000.0
2012,7,15,2012-07-15,4120108000.0
2012,7,16,2012-07-16,4246826000.0
2012,7,17,2012-07-17,4369084000.0
2012,7,18,2012-07-18,4486017500.0
2012,7,19,2012-07-19,4596886500.0
2012,7,20,2012-07-20,4701099500.0
2012,7,21,2012-07-21,4798231000.0
2012,7,22,2012-07-22,4888024000.0
2012,7,23,2012-07-23,4970386000.0
2012,7,24,2012-07-24,5045377000.0
2012,7,25,2012-07-25,5113187300.0
2012,7,26,2012-07-26,5174115300.0
2012,7,27,2012-07-27,5228540000.0
2012,7,28,2012-07-28,5276896000.0
2012,7,29,2012-07-29,5319656000.0
2012,7,30,2012-07-30,5357303300.0
2012,7,31,2012-07-31,5390323700.0
2012,8,1,2012-08-01,2569396500.0
2012,8,2,2012-08-02,2681731300.0
2012,8,3,2012-08-03,2798506800.0
2012,8,4,2012-08-04,2919565000.0
2012,8,5,2012-08-05,3044658700.0
2012,8,6,2012-08-06,3173437200.0
2012,8,7,2012-08-07,3305439700.0
2012,8,8,2012-08-08,3440088600.0
2012,8,9,2012-08-09,3576686000.0
2012,8,10,2012-08-10,3714424600.0
2012,8,11,2012-08-11,3852395800.0
2012,8,12,2012-08-12,3989613800.0
2012,8,13,2012-08-13,4125044700.0
2012,8,14,2012-08-14,4257637600.0
2012,8,15,2012-08-15,4386370600.0
2012,8,16,2012-08-16,4510285300.0
2012,8,17,2012-08-17,4628526000.0
2012,8,18,2012-08-18,4740372500.0
2012,8,19,2012-08-19,4845264000.0
2012,8,20,2012-08-20,4942810000.0
2012,8,21,2012-08-21,5032795000.0
2012,8,22,2012-08-22,5115166000.0
2012,8,23,2012-08-23,5190024000.0
2012,8,24,2012-08-24,5257594400.0
2012,8,25,2012-08-25,5318210000.0
2012,8,26,2012-08-26,5372275000.0
2012,8,27,2012-08-27,5420247000.0
2012,8,28,2012-08-28,5462615600.0
2012,8,29,2012-08-29,5499878000.0
2012,8,30,2012-08-30,5532530000.0
2012,8,31,2012-08-31,5561046000.0
2012,9,1,2012-09-01,2875631400.0
2012,9,2,2012-09-02,3000768300.0
2012,9,3,2012-09-03,3130447000.0
2012,9,4,2012-09-04,3264392200.0
2012,9,5,2012-09-05,3402216700.0
2012,9,6,2012-09-06,3543412700.0
2012,9,7,2012-09-07,3687348500.0
2012,9,8,2012-09-08,3833264600.0
2012,9,9,2012-09-09,3980286700.0
2012,9,10,2012-09-10,4127434500.0
2012,9,11,2012-09-11,4273649000.0
2012,9,12,2012-09-12,4417820000.0
2012,9,13,2012-09-13,4558831000.0
2012,9,14,2012-09-14,4695596000.0
2012,9,15,2012-09-15,4827103700.0
2012,9,16,2012-09-16,4952457700.0
2012,9,17,2012-09-17,5070910500.0
2012,9,18,2012-09-18,5181883400.0
2012,9,19,2012-09-19,5284980700.0
2012,9,20,2012-09-20,5379997000.0
2012,9,21,2012-09-21,5466897000.0
2012,9,22,2012-09-22,5545804300.0
2012,9,23,2012-09-23,5616974000.0
2012,9,24,2012-09-24,5680771600.0
2012,9,25,2012-09-25,5737638000.0
2012,9,26,2012-09-26,5788066000.0
2012,9,27,2012-09-27,5832580000.0
2012,9,28,2012-09-28,5871711700.0
2012,9,29,2012-09-29,5905986600.0
2012,9,30,2012-09-30,5935909400.0
2012,10,1,2012-10-01,2939129900.0
2012,10,2,2012-10-02,3066164500.0
2012,10,3,2012-10-03,3197385200.0
2012,10,4,2012-10-04,3332415700.0
2012,10,5,2012-10-05,3470760400.0
2012,10,6,2012-10-06,3611802400.0
2012,10,7,2012-10-07,3754801200.0
2012,10,8,2012-10-08,3898897700.0
2012,10,9,2012-10-09,4043136000.0
2012,10,10,2012-10-10,4186477600.0
2012,10,11,2012-10-11,4327836000.0
2012,10,12,2012-10-12,4466116000.0
2012,10,13,2012-10-13,4600252400.0
2012,10,14,2012-10-14,4729253000.0
2012,10,15,2012-10-15,4852235300.0
2012,10,16,2012-10-16,4968463400.0
2012,10,17,2012-10-17,5077368300.0
2012,10,18,2012-10-18,5178561000.0
2012,10,19,2012-10-19,5271833600.0
2012,10,20,2012-10-20,5357149700.0
2012,10,21,2012-10-21,5434627000.0
2012,10,22,2012-10-22,5504517000.0
2012,10,23,2012-10-23,5567172000.0
2012,10,24,2012-10-24,5623024600.0
2012,10,25,2012-10-25,5672558600.0
2012,10,26,2012-10-26,5716287500.0
2012,10,27,2012-10-27,5754731500.0
2012,10,28,2012-10-28,5788407300.0
2012,10,29,2012-10-29,5817807400.0
2012,10,30,2012-10-30,5843403300.0
2012,10,31,2012-10-31,5865630000.0
2012,11,1,2012-11-01,3234478300.0
2012,11,2,2012-11-02,3373129200.0
2012,11,3,2012-11-03,3515888600.0
2012,11,4,2012-11-04,3662250000.0
2012,11,5,2012-11-05,3811577000.0
2012,11,6,2012-11-06,3963102500.0
2012,11,7,2012-11-07,4115934000.0
2012,11,8,2012-11-08,4269068000.0
2012,11,9,2012-11-09,4421414000.0
2012,11,10,2012-11-10,4571824000.0
2012,11,11,2012-11-11,4719134700.0
2012,11,12,2012-11-12,4862206500.0
2012,11,13,2012-11-13,4999974000.0
2012,11,14,2012-11-14,5131480000.0
2012,11,15,2012-11-15,5255922000.0
2012,11,16,2012-11-16,5372667400.0
2012,11,17,2012-11-17,5481274000.0
2012,11,18,2012-11-18,5581495000.0
2012,11,19,2012-11-19,5673266700.0
2012,11,20,2012-11-20,5756692000.0
2012,11,21,2012-11-21,5832016000.0
2012,11,22,2012-11-22,5899600400.0
2012,11,23,2012-11-23,5959895600.0
2012,11,24,2012-11-24,6013409000.0
2012,11,25,2012-11-25,6060680700.0
2012,11,26,2012-11-26,6102262300.0
2012,11,27,2012-11-27,6138704000.0
2012,11,28,2012-11-28,6170534400.0
2012,11,29,2012-11-29,6198256000.0
2012,11,30,2012-11-30,6222337500.0
2012,12,1,2012-12-01,3260874200.0
2012,12,2,2012-12-02,3399392500.0
2012,12,3,2012-12-03,3541573600.0
2012,12,4,2012-12-04,3686828000.0
2012,12,5,2012-12-05,3834438700.0
2012,12,6,2012-12-06,3983565000.0
2012,12,7,2012-12-07,4133253400.0
2012,12,8,2012-12-08,4282457000.0
2012,12,9,2012-12-09,4430064600.0
2012,12,10,2012-12-10,4574940000.0
2012,12,11,2012-12-11,4715960300.0
2012,12,12,2012-12-12,4852058000.0
2012,12,13,2012-12-13,4982271000.0
2012,12,14,2012-12-14,5105767400.0
2012,12,15,2012-12-15,5221885400.0
2012,12,16,2012-12-16,5330145000.0
2012,12,17,2012-12-17,5430254600.0
2012,12,18,2012-12-18,5522103300.0
2012,12,19,2012-12-19,5605754400.0
2012,12,20,2012-12-20,5681414700.0
2012,12,21,2012-12-21,5749408300.0
2012,12,22,2012-12-22,5810157600.0
2012,12,23,2012-12-23,5864143000.0
2012,12,24,2012-12-24,5911887000.0
2012,12,25,2012-12-25,5953929700.0
2012,12,26,2012-12-26,5990809000.0
2012,12,27,2012-12-27,6023048000.0
2012,12,28,2012-12-28,6051147300.0
2012,12,29,2012-12-29,6075571000.0
2012,12,30,2012-12-30,6096752600.0
2012,12,31,2012-12-31,6115086000.0
2013,1,1,2013-01-01,1445937000.0
2013,1,2,2013-01-02,1506814700.0
2013,1,3,2013-01-03,1570659200.0
2013,1,4,2013-01-04,1637626200.0
2013,1,5,2013-01-05,1707870500.0
2013,1,6,2013-01-06,1781541800.0
2013,1,7,2013-01-07,1858781000.0
2013,1,8,2013-01-08,1939717100.0
2013,1,9,2013-01-09,2024459400.0
2013,1,10,2013-01-10,2113090400.0
2013,1,11,2013-01-11,2205659000.0
2013,1,12,2013-01-12,2302170000.0
2013,1,13,2013-01-13,2402574800.0
2013,1,14,2013-01-14,2506761000.0
2013,1,15,2013-01-15,2614539000.0
2013,1,16,2013-01-16,2725634300.0
2013,1,17,2013-01-17,2839677000.0
2013,1,18,2013-01-18,2956198100.0
2013,1,19,2013-01-19,3074623200.0
2013,1,20,2013-01-20,3194280400.0
2013,1,21,2013-01-21,3314405600.0
2013,1,22,2013-01-22,3434159400.0
2013,1,23,2013-01-23,3552652500.0
2013,1,24,2013-01-24,3668972500.0
2013,1,25,2013-01-25,3782218500.0
2013,1,26,2013-01-26,3891532000.0
2013,1,27,2013-01-27,3996137500.0
2013,1,28,2013-01-28,4095366700.0
2013,1,29,2013-01-29,4188684300.0
2013,1,30,2013-01-30,4275702300.0
2013,1,31,2013-01-31,4356181500.0
2013,2,1,2013-02-01,1876938600.0
2013,2,2,2013-02-02,1957047400.0
2013,2,3,2013-02-03,2041075300.0
2013,2,4,2013-02-04,2129199000.0
2013,2,5,2013-02-05,2221584000.0
2013,2,6,2013-02-06,2318379000.0
2013,2,7,2013-02-07,2419709400.0
2013,2,8,2013-02-08,2525667000.0
2013,2,9,2013-02-09,2636302600.0
2013,2,10,2013-02-10,2751611600.0
2013,2,11,2013-02-11,2871524400.0
2013,2,12,2013-02-12,2995892000.0
2013,2,13,2013-02-13,3124475100.0
2013,2,14,2013-02-14,3256928800.0
2013,2,15,2013-02-15,3392794400.0
2013,2,16,2013-02-16,3531495000.0
2013,2,17,2013-02-17,3672329000.0
2013,2,18,2013-02-18,3814478600.0
2013,2,19,2013-02-19,3957021200.0
2013,2,20,2013-02-20,4098948900.0
2013,2,21,2013-02-21,4239199200.0
2013,2,22,2013-02-22,4376689000.0
2013,2,23,2013-02-23,4510353000.0
2013,2,24,2013-02-24,4639187500.0
2013,2,25,2013-02-25,4762291700.0
2013,2,26,2013-02-26,4878897700.0
2013,2,27,2013-02-27,4988398600.0
2013,2,28,2013-02-28,5090363400.0
2013,3,1,2013-03-01,1787608300.0
2013,3,2,2013-03-02,1864785900.0
2013,3,3,2013-03-03,1945695500.0
2013,3,4,2013-03-04,2030468000.0
2013,3,5,2013-03-05,2119213300.0
2013,3,6,2013-03-06,2212012000.0
2013,3,7,2013-03-07,2308908000.0
2013,3,8,2013-03-08,2409898800.0
2013,3,9,2013-03-09,2514923000.0
2013,3,10,2013-03-10,2623851800.0
2013,3,11,2013-03-11,2736474400.0
2013,3,12,2013-03-12,2852490200.0
2013,3,13,2013-03-13,2971498500.0
2013,3,14,2013-03-14,3092993500.0
2013,3,15,2013-03-15,3216361700.0
2013,3,16,2013-03-16,3340887300.0
2013,3,17,2013-03-17,3465762800.0
2013,3,18,2013-03-18,3590107000.0
2013,3,19,2013-03-19,3712985900.0
2013,3,20,2013-03-20,3833451800.0
2013,3,21,2013-03-21,3950572500.0
2013,3,22,2013-03-22,4063467500.0
2013,3,23,2013-03-23,4171347200.0
2013,3,24,2013-03-24,4273538000.0
2013,3,25,2013-03-25,4369507000.0
2013,3,26,2013-03-26,4458876000.0
2013,3,27,2013-03-27,4541423600.0
2013,3,28,2013-03-28,4617080300.0
2013,3,29,2013-03-29,4685914000.0
2013,3,30,2013-03-30,4748115000.0
2013,3,31,2013-03-31,4803966500.0
2013,4,1,2013-04-01,2071411800.0
2013,4,2,2013-04-02,2161600800.0
2013,4,3,2013-04-03,2256032000.0
2013,4,4,2013-04-04,2354798600.0
2013,4,5,2013-04-05,2457956000.0
2013,4,6,2013-04-06,2565511000.0
2013,4,7,2013-04-07,2677409500.0
2013,4,8,2013-04-08,2793527800.0
2013,4,9,2013-04-09,2913656000.0
2013,4,10,2013-04-10,3037490200.0
2013,4,11,2013-04-11,3164620300.0
2013,4,12,2013-04-12,3294523100.0
2013,4,13,2013-04-13,3426564000.0
2013,4,14,2013-04-14,3559991600.0
2013,4,15,2013-04-15,3693956600.0
2013,4,16,2013-04-16,3827525600.0
2013,4,17,2013-04-17,3959706600.0
2013,4,18,2013-04-18,4089481200.0
2013,4,19,2013-04-19,4215843600.0
2013,4,20,2013-04-20,4337837000.0
2013,4,21,2013-04-21,4454593500.0
2013,4,22,2013-04-22,4565366000.0
2013,4,23,2013-04-23,4669556000.0
2013,4,24,2013-04-24,4766726000.0
2013,4,25,2013-04-25,4856609000.0
2013,4,26,2013-04-26,4939101700.0
2013,4,27,2013-04-27,5014251000.0
2013,4,28,2013-04-28,5082238000.0
2013,4,29,2013-04-29,5143352300.0
2013,4,30,2013-04-30,5197965300.0
2013,5,1,2013-05-01,2178402800.0
2013,5,2,2013-05-02,2273714700.0
2013,5,3,2013-05-03,2373316000.0
2013,5,4,2013-05-04,2477231900.0
2013,5,5,2013-05-05,2585430500.0
2013,5,6,2013-05-06,2697816600.0
2013,5,7,2013-05-07,2814214400.0
2013,5,8,2013-05-08,2934360600.0
2013,5,9,2013-05-09,3057889300.0
2013,5,10,2013-05-10,3184328400.0
2013,5,11,2013-05-11,3313092400.0
2013,5,12,2013-05-12,3443485200.0
2013,5,13,2013-05-13,3574704600.0
2013,5,14,2013-05-14,3705865200.0
2013,5,15,2013-05-15,3836008700.0
2013,5,16,2013-05-16,3964143900.0
2013,5,17,2013-05-17,4089274600.0
2013,5,18,2013-05-18,4210443800.0
2013,5,19,2013-05-19,4326765000.0
2013,5,20,2013-05-20,4437461500.0
2013,5,21,2013-05-21,4541893000.0
2013,5,22,2013-05-22,4639574500.0
2013,5,23,2013-05-23,4730187000.0
2013,5,24,2013-05-24,4813572000.0
2013,5,25,2013-05-25,4889729500.0
2013,5,26,2013-05-26,4958792700.0
2013,5,27,2013-05-27,5021009400.0
2013,5,28,2013-05-28,5076719600.0
2013,5,29,2013-05-29,5126328000.0
2013,5,30,2013-05-30,5170279400.0
2013,5,31,2013-05-31,5209044000.0
2013,6,1,2013-06-01,2489010200.0
2013,6,2,2013-06-02,2598043000.0
2013,6,3,2013-06-03,2711692300.0
2013,6,4,2013-06-04,2829893600.0
2013,6,5,2013-06-05,2952504300.0
2013,6,6,2013-06-06,3079291400.0
2013,6,7,2013-06-07,3209919200.0
2013,6,8,2013-06-08,3343942100.0
2013,6,9,2013-06-09,3480795100.0
2013,6,10,2013-06-10,3619792600.0
2013,6,11,2013-06-11,3760131600.0
2013,6,12,2013-06-12,3900906000.0
2013,6,13,2013-06-13,4041124000.0
2013,6,14,2013-06-14,4179737000.0
2013,6,15,2013-06-15,4315676000.0
2013,6,16,2013-06-16,4447886300.0
2013,6,17,2013-06-17,4575376000.0
2013,6,18,2013-06-18,4697245700.0
2013,6,19,2013-06-19,4812732400.0
2013,6,20,2013-06-20,4921228300.0
2013,6,21,2013-06-21,5022298000.0
2013,6,22,2013-06-22,5115685400.0
2013,6,23,2013-06-23,5201304600.0
2013,6,24,2013-06-24,5279225300.0
2013,6,25,2013-06-25,5349656000.0
2013,6,26,2013-06-26,5412915000.0
2013,6,27,2013-06-27,5469402000.0
2013,6,28,2013-06-28,5519575600.0
2013,6,29,2013-06-29,5563929000.0
2013,6,30,2013-06-30,5602970000.0
2013,7,1,2013-07-01,2589473500.0
2013,7,2,2013-07-02,2702645800.0
2013,7,3,2013-07-03,2820252700.0
2013,7,4,2013-07-04,2942127900.0
2013,7,5,2013-07-05,3068010800.0
2013,7,6,2013-07-06,3197537500.0
2013,7,7,2013-07-07,3330230500.0
2013,7,8,2013-07-08,3465495300.0
2013,7,9,2013-07-09,3602621000.0
2013,7,10,2013-07-10,3740782000.0
2013,7,11,2013-07-11,3879058400.0
2013,7,12,2013-07-12,4016454700.0
2013,7,13,2013-07-13,4151928300.0
2013,7,14,2013-07-14,4284428500.0
2013,7,15,2013-07-15,4412935000.0
2013,7,16,2013-07-16,4536500000.0
2013,7,17,2013-07-17,4654279000.0
2013,7,18,2013-07-18,4765571000.0
2013,7,19,2013-07-19,4869832000.0
2013,7,20,2013-07-20,4966693400.0
2013,7,21,2013-07-21,5055960000.0
2013,7,22,2013-07-22,5137598500.0
2013,7,23,2013-07-23,5211726300.0
2013,7,24,2013-07-24,5278585000.0
2013,7,25,2013-07-25,5338517000.0
2013,7,26,2013-07-26,5391936000.0
2013,7,27,2013-07-27,5439307000.0
2013,7,28,2013-07-28,5481121300.0
2013,7,29,2013-07-29,5517880300.0
2013,7,30,2013-07-30,5550076000.0
2013,7,31,2013-07-31,5578183700.0
2013,8,1,2013-08-01,2791355000.0
2013,8,2,2013-08-02,2912696000.0
2013,8,3,2013-08-03,3038370800.0
2013,8,4,2013-08-04,3168094200.0
2013,8,5,2013-08-05,3301473300.0
2013,8,6,2013-08-06,3437997800.0
2013,8,7,2013-08-07,3577035800.0
2013,8,8,2013-08-08,3717837000.0
2013,8,9,2013-08-09,3859537200.0
2013,8,10,2013-08-10,4001176000.0
2013,8,11,2013-08-11,4141723000.0
2013,8,12,2013-08-12,4280106000.0
2013,8,13,2013-08-13,4415251500.0
2013,8,14,2013-08-14,4546123300.0
2013,8,15,2013-08-15,4671764500.0
2013,8,16,2013-08-16,4791336000.0
2013,8,17,2013-08-17,4904144000.0
2013,8,18,2013-08-18,5009665000.0
2013,8,19,2013-08-19,5107553300.0
2013,8,20,2013-08-20,5197639000.0
2013,8,21,2013-08-21,5279918000.0
2013,8,22,2013-08-22,5354535400.0
2013,8,23,2013-08-23,5421758500.0
2013,8,24,2013-08-24,5481951700.0
2013,8,25,2013-08-25,5535554000.0
2013,8,26,2013-08-26,5583045600.0
2013,8,27,2013-08-27,5624935400.0
2013,8,28,2013-08-28,5661734400.0
2013,8,29,2013-08-29,5693945000.0
2013,8,30,2013-08-30,5722049500.0
2013,8,31,2013-08-31,5746505700.0
2013,9,1,2013-09-01,3108668400.0
2013,9,2,2013-09-02,3242751700.0
2013,9,3,2013-09-03,3381134800.0
2013,9,4,2013-09-04,3523394000.0
2013,9,5,2013-09-05,3668981000.0
2013,9,6,2013-09-06,3817218300.0
2013,9,7,2013-09-07,3967299300.0
2013,9,8,2013-09-08,4118299600.0
2013,9,9,2013-09-09,4269195300.0
2013,9,10,2013-09-10,4418882000.0
2013,9,11,2013-09-11,4566219000.0
2013,9,12,2013-09-12,4710061000.0
2013,9,13,2013-09-13,4849306600.0
2013,9,14,2013-09-14,4982942000.0
2013,9,15,2013-09-15,5110078000.0
2013,9,16,2013-09-16,5229982700.0
2013,9,17,2013-09-17,5342106000.0
